tweets,label
Kafi time sy nhi mil rahy,N
Kagaj Dhudh se Kagaj,N
Kaha gaye tayyyyy,N
Kaha ho bahi,N
"Kaha jata hai ke logon ko hansana duniya ke chand mushkil tareen kamon mein se aik hai, tahum Hollywood ke yeh Legendary comedian actor 64 baras se bhi zaiyd arsey se logon ke faces par muskurahat bikherne ka fariza bahusun o khobi anjaam de rahe hain",N
kaha jata hai ke unhon ne Squash mein kayi new shorts ijaad kiye,N
Kaha jata hai ke wo Abbasi Khalifa Al Mansoor ke aik azaad karda Ghulam Waseh ke khandan se the,N
kaha na yaad aaty ho tu bus yad aaty ho ,N
Kaha per he ye jlsy,N
kaha se h ap?,N
Kaha ye gaya tha ke Papa Razi aik photographer us waqat un ka taqub kar rahe the jab wo apne dost Dodi Alfaid ke sath hotel se nikal kar gari mein ja rahi thein.,N
Kahan gy shaheed kahlwany waly,N
Kahan hai ye?,N
kahan hy chubby bhae? Phr b? ,N
Kahan pr ho mam?,N
"Kahan say paya hai ye andaaz ap nay , hamain to apna ashiq bna lia",N
Kahan se agaye Itne time baad??? Gayab Kahan thy,N
Kahan sy karwaya,N
Kahan thi ap itne din ??,N
Kahin bhi music ko bura nai likha gaya ya mana nai kiya gaya mana kiya gaya tuo ghalt or buray content se chahy wo lyrics ki form me ho ya visual form me. Music itself isnt haram.,N
Kahsh namazi bih etnay kubsurat hu jahay.,N
kai maah tak buri performance dikhaney wali pakistan stock exchange ka zabardast comeback,N
kainaat mein koi kisi ka itni shiddat se intezar nahi kerta jitna Allah apney bandey ki tobah ka intezar kerta hai,N
Kaisa raha experience ??,N
Kaisy batein Kar ry ho? ,N
Kaisy hain aap,N
kaisy kary,N
Kajoor khlain,N
Kal bahria is pe jayen gay agar gaye tou :D,N
Kal chalty hain,N
kal hospital mein mareezon ka bohut rush tha aur meri bari hi nai aye,N
Kal isi pe pure din ghumyo... iPhone X ajae ga,N
Kal k liye ha or IPHONEX120 ha,N
kal main apni pasandeedah sakhsiyat se milney ja raha hun,N
kal mere careem se hur jagah,N
kal meri beti ki salgirah hai,N
"kal mosam bohut acha tha, hum sair karney gaye thy",N
kal nazar a jaye bus,N
Kal poori Kar lain gay,N
kal punjab ke kafi elaqon mein barish ka imkaan hai,N
Kal q nahi hohi,N
kal se deit        ,N
kal se mera internet sahi kam nahi ker raha,N
Kal se pakka   Ž,N
kal tak hakumat jin ko bura bhala kehti thi aaj unhi k sath mil gayi hai,N
Kal Youm e Ali RA Per Rangers Police K Sath Faraiz Anjam Degi ,N
Kalaai ki madad se dil aawez strokes khelne wale is batsman se hareef balers khaif raha karte the,N
kalam ki waadi blue water siyahoun ki pasandeedah jagah bn gayi,N
kaleem aaj office late pohuncha tha,N
kam karna k toka,N
"Kam sa kam 1,2 episodes our chall sakti the.",N
Kamaaaaaaal ki baten koi jhot nahi is mn bilkul right,N
kamaal ki episode thie raju rocket <3,N
kamaal ki shakhsiyat hain.... ALLAH ka bohat karam hai in par,N
Kamal,N
Kamal alla,N
Kamal cha gay ,N
Kamal dost ,N
Kamal ha yr kasam sa ye lrki BHT Relented ha,N
Kamal hai yarrrr,N
Kamal Ho Gai Sami Bhai,N
kamal hogya,N
Kamal k acting k ha jiya ne is dramy mai,N
kamal kr dea Panday G <3,N
KamaL kr diyaa bhai,N
Kamal tariqi ki he hum ne,N
Kamal... ,N
kaminy baaz aa ja ab,N
kamiyab aurat bnna chahti hun meri sadgi dikh mai kya chahti hun   ‚  ‚,N
Kaml ka ha yeb,N
Kamran akmal ne final tak punchaya ek ghalti dekh rahe hai intne match jeete wo nhi dekh rahe hai umar akmal 5match khela hai baki match ka kya babar azam do the same magar humko jeet nhi dekhta,N
kamran bhai shadad pur ja Rha ho,N
Kamsin Iqbal Bano chup ke se jaa kar is class mein beth gai aur ustaad ki awaaz ke sath awaaz milana shuru kar di,N
Kamyab Security Intizamat Per Rangers Police Or Intizamia Ko Mubarakbad ,N
kamzor ankhon kay liay yeh bari achee aijaad hai. Ankhon pe isko pehnn kay zorr kam parhta hai. Lens ki quality bhee achee hai aur labay chalne ki umeed rakhta hoon kiunkay achi quality per mustamil hain yeh.,N
Kancha item dia h inshort,N
Kancha item dia h inshort  ‚  ‚  ‚  ‚,N
"Kanjar muhally jana chahty thy, or kuch, abi to Ye YAJOOJ MAJOOJ trailer dikha rahy hain, Film abi baki hai, wo din dor nai jab Pakistani apny BV bachy izzat or dil gurdy bechy gy, aik waqt ki roti k liye.",N
"kapra aasha ha, aur quality bhe thek ha. mager bilkul simple ha no design as shown in picture. deliverd on time.",N
Kapra kafi acha hai kyunkay ek tou pehnnay mein naram hai aur isko dhuonay kay baad bhi fitting bhi sahi rahi aur na color kharab hua. Main 100% mutmayeen houn.,N
Kapre ki guaranty h?,N
kaptaan ki haiseyat se shikast ki zimmeydari qabool kerta hun,N
kaptaan nashey ki halat mein hai,N
Kaptan Ki Mumtaz Bhutto Ko Me Shamoliat Ki Dawat PML N Ki 3 Wickten Gira Di Ab Final Match Jeetna Chahta Hon ,N
Kar LA kuch tw kar la,N
Kar lai yaqeen meri behn kar lai ,N
Karachi and peshawar coming in final,N
Karachi aur undorene Sindh kay liye woh khud rawana hote hain aur Edhi foundation ki hadsat per rade ammal ki raftar aur khidmat municipal ki khidmaat ziada taiz behtar hain.,N
Karachi CTD Ki Karwai 5 Target Killer Griftar ,N
Karachi information bureau ki janib se Pakistan ke 335 Edhi welfare centers aur 17 Edhi homes ki karkardgi report jari kar di gai hai. ,N
Karachi is khandan ka naya maskan thera,N
Karachi K Badalte Hue Halaat Or Nit Nayi Faida Mand Offers Se Bakhabar Rahiye Bilkul Free ,N
Karachi K Tamam Schools 3 August Monday Se Khulenge Notification Jari ,N
"karachi kabhi roshniyon ka shehar hota tha, aaj tareekiyon mein dooba huwa hai",N
"Karachi kay fasadat kay dauran hi Altaf Hussain nay Sindh kay dusray shahron kay , jahan mahajir bakasrat abad thay wasi dauray kiye  aur MQM kay leye akhlaqi hamaiat hasil ki",N
Karachi kb a rhy h Hazrat?,N
karachi ke colleges mein corona cases barh rahey hein,N
karachi ke liye is saal 42.5 kharab rupey ke funds rakhey hein,N
karachi ke mukhtalif elaaqon mein tez hawaon ke sath halki aur tez barish,N
karachi ke nojawan ko hollywood mein hero ka kirdaar mil gaya,N
karachi ke sabiq additional IG shahid hayat inteqal ker gaye,N
karachi ke taraqqiyati mansubon per tezi se kam jaari hai,N
Karachi ki numaindagi bhi ki,N
Karachi Ki Prime Location Per Mobile ka Karobar Kerne ka Nadir Moqa ,N
Karachi ko roshniyon ka shaher kaha jata hai,N
karachi ko sindh hakumat k sahary nahi choren gy,N
karachi mai barish ki dua kar dain,N
Karachi may aman noon league nay nahi army or rangers nay Kia hai. ,N
Karachi Me Aashura K Mauqay Per Mukammal Aman Raha ,N
Karachi mea deliver ho sakta hy kia,N
Karachi mein 1 saal mein chote barhe 45 bombblast hue.,N
"Karachi mein 45 bomb blast hue, jis mein 185 afraad halaak aur 762 afraad zakhmi hue aur Sukkhur bomb blast mein 6 afraad halaak aur 42 zakhmi hue.",N
karachi mein aaj is saal ka sard tareen din hai,N
Karachi mein agly week barishon ki peshangoi,N
Karachi mein chpte barhe accidents mein guzishta 1 saal ke dauran 644 afraad halaak aur 7461 zakhmi hue.,N
karachi mein doodh aur hyderabad mein aatey ki qeemton mein izaafey ka sindh hakumat ne noice le liya,N
karachi mein jalooson ki nigraani ke liye helicopters istemaal hongey,N
Karachi mein kb higi,N
karachi mein mask pehanny ka rujhan na honay ke baraber hai,N
"Karachi mein mukhtalif wardaton jis mein current lage, train se cutne, chat se girne, zehrile sharab peene aur khane, churriyon ki waar aur khudkashi se 396 afraad halaak aur 591 afraad zakhmi hue. ",N
Karachi mien akhiri 20 baras unhon ne apne kuch shagird paida kiye lekin ziyadah tar waqat gosha nashini mein apni ullad ke sath ghuzara,N
Karachi Press Club Per Mukhtalif Jamato Or Nine Zero Per MQM Ki Janib Se Sindhi Topi Or Ajrak Day Manaya Gaya ,N
Karachi Rangers K Targeted Opperation 9 Mulziman Giriftar,N
karachi se daesh ko paisy bhejnay ka inkeshaf huwa hai,N
Karachi wale mamu banen ge ,N
Karak Charsadha Waziristan Say Shahadatein Mausul Ho Gayi,N
karam to tu saray ulty hi kiye hein per aaj koi ghalti na kren,N
karbala ka pegham zulm o nainsafi ke khilaf aur such per himmat ke sath kharey rehna hai,N
karbala ka waqeah haq ki awaz buland kernay walon ke liye mashal e raah hai,N
karchi vs peshwr,N
kardena meri taraf se thanks  ‚,N
Kardia shono like,N
Karein na plzzz :P,N
Karhai wAle dubatay batan,N
karkhanon ka dhuwan mahol ko aloodah kerta hai,N
Karkunan Ki Badi Tadad Airport K Bahir Mojood ,N
Karkunan Ki Badi Tadad Pohonchna Shuru ,N
Karna zaror ab,N
kartarpur rahdaar ban ul mazaahab hum aahangi ki behtreen misaal hai,N
kartarpur rahdaari ka iftetah 9 november ko kiya jaye ga,N
Kas esi public hamare desh me bhi hoti,N
Kasam sa yar ,N
kasam se is duniya main aap ka koi fan ho ga to wo sab se bigest main ho my name ali from jhelum,N
kasam se yaqeen kar,N
Kasam se  ‚  ‚,N
Kasay ho pehlaaj,N
Kase sir ho,N
"Kash 4 din school chaly jaaty to thorra Sha,oor hota baat krny ka",N
kash aisa ho jaay ek maghfirat h hy jis me hm marty hen,N
kash aj hmre sath bhi aik aesa scene ho jata,N
Kash esa hota,N
Kash hm son kr thora sa soch lene yakin sab achcha ho jae ga,N
Kash MERI MAAN ZINDA HOTI...........,N
Kash sub hi is terha sochny legy to kia baat hy,N
Kash tu parh sakta ,N
kash ye khtam e na ho ,N
Kashapnaat ki aik Telugu film mein Jaya Prada ne aik aesi goongi larki ka role play kiya,N
Kashif Noonari Jitni Exercisr Kr Ly betaa Tujh Se Nhin honaa Vekh Lenaa kh Deti hn m,N
Kashif sb btaye Kya horha ,N
Kashmer klye to kch bola mh ye,N
kashmir ka fesla wo hona chaheay jo kashmiri sahi samajhtay hain,N
kashmir ke masley per seyasi jamaaton mein koi ikhtelaaf nahi,N
kashmir mai 90 lakh bharti foji duty kertay hain,N
kashmir per aalmi adam tawajjuh barey sanhey ka sabab hogi,N
kashmir per bharti tasllut ka suraj doobney wala hai,N
"Kashmiri logon ki apni tehreek e azadi hai, hum pakistan ke paas bheek mangney nahi jaty",N
kashmirion ki khushi dekh ker dil bagh bagh ho jata hai,N
Kashmiris Deserve Solidarity Of World Community.,N
kashmiriyon ki qurabaniyan raigaan nahi jayen gi,N
kashmiriyon ki qurbaniyan raigaan nahi jayen gi,N
kashmiriyon se mohabbat hamarey khoon mein hai,N
kashmiryon ka dil pakistan k sath dharakta hai,N
Kasma,N
KASMEH ¦,N
kasmir mei jo nayi hakumat bani hai us se umeed hai k wo kashmir ki tarakki ke liay kam karey gi,N
Kasy ho ge bat un sa,N
Kasy kasy log hain na iss dunia main..Allah sab ko apni hifaz o aman main rakhy..Ur hum sab ko neik hidayat naseeb farmaye Aameen,N
Kasy perni ha,N
kathputli hakumat ko samander mein garq ker dein gey,N
Katni din kane hya,N
Katni payri hai sanam app ki nani Pari so quite,N
Katrina 16 July ko Hong Kong mein paida hoein,N
Katrina bohat kam go hai,N
Katrina Kaif  ke bayan ke mutabiq un ke walid aik Kashmiri bussinessman aur bartanvi shehari hain,N
Katrina Kaif ka lehja Bartanvi tha,N
"Katrina ke naam mein Kaif ka lahiqa un hi ki niabat se laga howa hai, is se phele wo apni angrez walidah Suzanne Turquotte ki nisbat se apna naam Katrina Turquotte likhti thein",N
Katrina ki 3 behanen un se choti aur 3 un se bar hai jab ke aik bhai sab se bare hain,N
Katrina ne 14 saal ki umar mein Hawaii mein aik muqabla e husan jeetne ke bad modling ke raste se showbiz ki duniya mein qadam rakha tha,N
Katrina ne mayos ho kar Telugu filmon ka rukh kiya lekin behtar talafuz ke sath Urdu sekhne ki koshishen bhi shuru kar dein,N
Kay ap mujh is ki vedio send kr sakhte hn,N
"Kay baat,ha",N
Kayi Saalo Se Wahan Rehnay Wale Afrad Ki Syasi Jamato Se Madad Ki Appeal ,N
Kayi tournament ke final mein Hashim ke haton shikst khane ke baad Roshan Khan ne akhir kar 1957 ke British open final mein Hashim Khan ko zair ker hi deya,N
kb aega next episode cnt wait,N
kb aye gi epi...,N
Kbhe koi drama nehn dekhata bs aik ke dekhata hoon,N
kbhi bichari ki izzat b kiya karo,N
Kbhi nai ayw pper me,N
kbi ksi k used products use ni karain ahtiyaat ilaaj sy better,N
Kbi laye ga khuda ham py b acha waktt,N
Kch bhe ho mra vote imran khan ko ,N
kch samjh nahi arha mjhy kya bolna chahiay .,N
kch yd aya,N
kch yd aya ?,N
Ke imran khan ney kiya kiya hai wahan,N
Kea hua ? ,N
Keep it up,N
Keep it up Pia its good for friendly environment,N
Keep this activity in future too girl,N
keh do k ye jhoot hai kamla,N
keh kr Gulzar sahab ne raghib (????) kiya jabkay (????) Panjwani sahab ko nashtay ki lalach se Badshah Salamat ne mael (????) kiya.,N
kehny ke baaty hy sb . kitabi baaten.,N
Kehny ko tu keh don likn jhoot bolna kon sa asaan kaam hy,N
Kehte hain ke wo Hindustan se Pakistan aane wali akhri musafir train ke bhi musafir the aur mashriqi Pakistan se Maghribi Pakistan aane wali akhri flight mein bhi sawar the,N
Kehti theen k is mahinay ki 31 ko mangni karne ka irada rakhti hain aur ye k Khuwaaroon k Badshah salamat ko bhi daawat thi.,N
k-electric ke muharram mein bijli ke bila ta'atul farahmi ke daawey dharey ke dharey reh gaye,N
Kese kron apply??,N
Kesi hy ap huma,N
Kessay kr leti hain aap bichara ,N
Kessey g,N
Kesy log marney k bad b dolat ka peecha ni chdtey,N
Ketne price hy bohat Zabar10,N
ketry jo aa,N
Key hum loog ab sirf soshal mideya par hi itjaj Karen gey ya koi amli qadm be utain gey,N
Keya ye ab bi pochney ki zaroret ha,N
Kha haE naW tra haENkkJ ,N
Khaas taur par bachon ke muaamle mein.,N
"khabardar! gunahon per khush nah hona, kyun ke gunahon per khush hona gunah kernay se zayda bara gunah hai",N
Khabees h tu   ‚  ‚khabees orat shraap na dy,N
Khail ka talent un mein shooru se hi maujood tha aur achchey khelaryon mein shoomar keye jate they,N
khail ke dauran,N
Khair akhir wo din aya jis din plant krna tha.,N
Khair mobbarak apko bhi mobbarak,N
Khair Mubarak .Murshad G or tamam sathiyoun KO Eid Mubarak,N
Khair mubarak allah pak ubqari k nizam ki ta qyamt hifazat frmaye ameen,N
khair mubarak ap ko bhi mubarak,N
Khair Mubarak apko b Mubarak,N
Khair Mubarak Armeen !hamara Eid kal tha,N
khair mubarak duao me yad rkna,N
khair Mubarak g hazart Saab aap ko aur aap sari teem (ubqari) ko ALLAH aapne Hafez eaman main rakhey aap ko ta hayeet salamat rakhey border ALLAH bless you murshad g,N
Khair Mubarak Hazrat shb ko Ubqari ki pori team ko Dill se Eid Mubarak,N
khair Mubarak murshad g ALLAH aap ko ta hayeet salamat rakhey Ameen gee sums Ameen,N
Khair mubarak pir g..,N
Khair mubarak to both mashallah cute couple wow kush rho dno,N
Khair Mubarak to Murshid and all ubqari team,N
Khair mubarak...app ko b eid mubarak,N
khair mubarak.aur ap sb ko b EidMubarak.,N
Khair mubarakDua go Hain,N
khairMubarak,N
Khala  aap kr ky dekhain,N
khalari sirf 58 runs dey kar out kiye aur 23 martaba aik inning mein 5 ,N
Khalid mehmood,N
Khalil Ahmed aur Wazir Afzal ka zamana tha,N
khalistan bn ke rahey ga,N
khalistan sirf canada mein bn skta hai,N
Khamosh is liye haine k agar kuch boline gey india se kaam nahi miley ga,N
Khamoshi behtreen ibadat hai,N
Khamoshi ma Affan apny Arsala k sath ni Kia us k ghr walon ny b....,N
Khan 1916 mein Pashawer ke qareeb aik gaon mein paida huye,N
Khan Abdul Ghaffar Khan Pakhtoon ke siasi rahnuma ke tour par mashhoor shaksiyat hain jinhon ne Britannia dour mein adam tashadud ke  philosophy ka parchar kia,N
Khan is great,N
Khan ka shumar  Pakistan cricket kay kamyab tareen caption mein hota hai,N
Khan Saib niklay hum app Kay saath hai,N
Khan Saib niklay pooray pakistan main please app humary umeed ho please,N
Khan sb the great,N
Khan se pocho meri Jan,N
Khan shb please NA174 ka bhi round lgaein,N
khan wazifa wo apna nae de rahay ALLAH ka naam de rahay hain astaghfar karain ALLAH ka naam flop kaisay ho skata hai nazubillah,N
Khana me khud garam karlunga,N
khana tayyar ho gaya hai,N
Khanay k baad kiya haiz ya nafas wali aurat surrah quraish parh sakti hain?,N
Khanay Ki Ibtida Namak Sy Ki Jay Aur Khatam Bhi Isi Pr Krain Is Sy 70 Bemariyan Dafa Ho Jati Hy ,N
Khandan e Juwaa,N
Khandan ke jhaghron ka khush aslubi se tasfiya karati thein aur muhale ki khawaten mein bari maqbol thein.,N
khandan walon ko khush kernay k liye musalman hony ka drama kia,N
Khandani tor par mosiqi wirse mein mile,N
khaney ke sath salaad ki zarurat aisey hi hoti hai jesay tatti kertay huay ciggerette ki hoti hai,N
kharjah policy ko polio ke katrey pilana hongey,N
Khas dua ki darkhwast,N
Khas dua ki iltja hai,N
Khas taur par hospitals ko shahrukh khan bhari donations dete hain,N
Khas taur par Rishi Kapoor ke sath filmaya gaya,N
Khas taur par wo tobacco ki masnoaat ki tasheer mein bohat sargaram rahe hain,N
Khas taur se film Sharabi ke aik intehai maqbool gane Mujhe Nau Lakha Manga De Rey O Sayyan Dewane ¦ par raqs karte hue wo bilashuba apne fun ke joban par nazar aati hain,N
"Khas tor par Girigiri Goltair se bohat close match howae the, ",N
khas tor pr CHEMISTRY N PHYSICS K MCQS,N
khas tor py meta r inorganic k mcqs ....,N
Khas tor sy frmaya gaya k shaheed zinda hy lakun tum shaooor nhn rakhty.hamary choty damag hyn so Allah ki Allah khud hi jany,N
Khatoon ki izat o waqar ka tahafuz is hawale se bhi aham hai ke aik khatoon ki betoqiri bayak waqat kai hawalon se masher ke dosre afrad ko baraherast mutasir karti hai,N
"Khatoon par har kisi ka tashadud  khatam karne ke leye sirf qawanin bana dena hi kafi nahi, balke unhen behtar banana aur un par baqaidah amal dar aamad ko yaqini bana bhi zarori hai",N
Khawah Woh Zalim Ho Ya Mazloom ,N
khawaja asif ne hakumat ki kharjah policy per kari tanqeed ki hai,N
khawateen ke hoqoq ki jab baat aati hai to 8 March ka din is hawale se khasi ahmiyat ikhteyar kar jata hai ke har saal is din pori duniya mein is haqeqat ko tasleem kiya jata hai ye khawateen ke hoqoq bhi insani hoqoq hain aur ye ke mashi aur mashrati taraqi sanfi masawat ke baghair mumkin nahi,N
"Khawateen ki hoqoq ki pamali ko rokne ke leye aik bill jise  hoqoq e niswan 2006 ka naam deya gaya, quomi assembly ne 15 November 2006 ko manzor kar leya",N
khawateen ko barabar k haquq do,N
khawateen per tashaddud ke khilaaf aagahi ka ka aalmi din aaj manaya ja raha hai,N
Khay ap such main kisi sy suchi mobhat kurty hain,N
Khayal kuch yoon tha k koi to NED ki robot complete karlay maze.,N
Khaye pete khandan ke fard the,N
Kher mubarak,N
KHI Insidad E Dehshatgardi K Adalat Sy Peer K Roz MQM K Rehnuma Altaf Hussain K Warrant Giriftari K Ijra Ka Imkan ,N
Khidmat-e-khalq kay shube mein Pakistan aur duniya ki jani mani shakhsiyat Abdul Sattar Edhi al maroof moulana Edhi Pakistan mein Edhi Foundation kay sadar hain.,N
khittey mein aman kharab kernay ka hissa nahi banein gey,N
khittey mein tanazey se pakistan ko bohut nuqsan huwa hai,N
Khn gy murs,N
Khn h aj zalmi p aja lga ly,N
Khobrorat andaz Sedha dil men uterti hy bat Allah pak inhrn ajar atta frmaen or hmen hidayat,N
khobsorat itny ho kia bataon tum ko main     tery aagye chand ki ye chandi kia cheeez hai,N
khoob,N
Khoob tar,N
Khoobsurat alfaz ka chunao....,N
